record_id,record_type,entity_id,metric_id,category_id,value,unit,currency,scale,as_of_date,period_start,period_end,period_type,frequency,classification,source_type,source_name,page_table,provider,retrieved_date,book_of_record,return_method,gross_net,valuation_status,benchmark_id,method_id,quality_status,note,schema_version,entered_by,reviewed_by,review_status
REC-0080,monthly_benchmark_return,DEMO-OPEB,bench_return_m,GROWTH,-0.0485,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0081,monthly_benchmark_return,DEMO-OPEB,bench_return_m,CREDIT,0.0095,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0082,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RAIH,-0.0104,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0083,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RRM,-0.0048,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0084,monthly_benchmark_return,DEMO-OPEB,bench_return_m,TOTAL,-0.022958,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,calculated,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0085,monthly_return,DEMO-OPEB,net_return_m,GROWTH,0.0332,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0086,monthly_return,DEMO-OPEB,net_return_m,CREDIT,0.0208,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0087,monthly_return,DEMO-OPEB,net_return_m,RAIH,0.0112,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0088,monthly_return,DEMO-OPEB,net_return_m,RRM,0.0004,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0089,monthly_return,DEMO-OPEB,net_return_m,OVERLAY,0.0002,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0090,monthly_return,DEMO-OPEB,net_return_m,OTHER,0,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0091,monthly_return,DEMO-OPEB,net_return_m,TOTAL,0.02005049287,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,calculated,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0092,monthly_benchmark_return,DEMO-OPEB,bench_return_m,GROWTH,0.0385,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0093,monthly_benchmark_return,DEMO-OPEB,bench_return_m,CREDIT,0.0173,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0094,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RAIH,0.0132,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0095,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RRM,0.0062,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0096,monthly_benchmark_return,DEMO-OPEB,bench_return_m,TOTAL,0.023777,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,calculated,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0097,monthly_return,DEMO-OPEB,net_return_m,GROWTH,-0.0508,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0098,monthly_return,DEMO-OPEB,net_return_m,CREDIT,0.0089,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0099,monthly_return,DEMO-OPEB,net_return_m,RAIH,0.0329,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0100,monthly_return,DEMO-OPEB,net_return_m,RRM,0.0065,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0101,monthly_return,DEMO-OPEB,net_return_m,OVERLAY,0.0062,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0102,monthly_return,DEMO-OPEB,net_return_m,OTHER,0,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0103,monthly_return,DEMO-OPEB,net_return_m,TOTAL,-0.01612741414,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,calculated,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0104,monthly_benchmark_return,DEMO-OPEB,bench_return_m,GROWTH,-0.0495,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0105,monthly_benchmark_return,DEMO-OPEB,bench_return_m,CREDIT,0.0068,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0106,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RAIH,0.0336,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0107,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RRM,0.0034,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0108,monthly_benchmark_return,DEMO-OPEB,bench_return_m,TOTAL,-0.014844,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,calculated,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0109,monthly_return,DEMO-OPEB,net_return_m,GROWTH,0.0028,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0110,monthly_return,DEMO-OPEB,net_return_m,CREDIT,-0.0021,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0111,monthly_return,DEMO-OPEB,net_return_m,RAIH,0.0283,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0112,monthly_return,DEMO-OPEB,net_return_m,RRM,0.0102,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0113,monthly_return,DEMO-OPEB,net_return_m,OVERLAY,-0.0048,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0114,monthly_return,DEMO-OPEB,net_return_m,OTHER,0,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0115,monthly_return,DEMO-OPEB,net_return_m,TOTAL,0.007124391874,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,calculated,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0116,monthly_benchmark_return,DEMO-OPEB,bench_return_m,GROWTH,0.0084,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0117,monthly_benchmark_return,DEMO-OPEB,bench_return_m,CREDIT,-0.0023,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0118,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RAIH,0.028,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0119,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RRM,0.0082,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0120,monthly_benchmark_return,DEMO-OPEB,bench_return_m,TOTAL,0.009772,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,calculated,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0121,monthly_return,DEMO-OPEB,net_return_m,GROWTH,0.0452,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0122,monthly_return,DEMO-OPEB,net_return_m,CREDIT,0.0159,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0123,monthly_return,DEMO-OPEB,net_return_m,RAIH,0.0109,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0124,monthly_return,DEMO-OPEB,net_return_m,RRM,-0.0044,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0125,monthly_return,DEMO-OPEB,net_return_m,OVERLAY,0.0015,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0126,monthly_return,DEMO-OPEB,net_return_m,OTHER,0,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0127,monthly_return,DEMO-OPEB,net_return_m,TOTAL,0.02304211014,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,calculated,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0128,monthly_benchmark_return,DEMO-OPEB,bench_return_m,GROWTH,0.0468,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0129,monthly_benchmark_return,DEMO-OPEB,bench_return_m,CREDIT,0.0186,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0130,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RAIH,0.0136,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0131,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RRM,-0.0021,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0132,monthly_benchmark_return,DEMO-OPEB,bench_return_m,TOTAL,0.0260145,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,calculated,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0133,monthly_return,DEMO-OPEB,net_return_m,GROWTH,0.0008,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0134,monthly_return,DEMO-OPEB,net_return_m,CREDIT,0.0176,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0135,monthly_return,DEMO-OPEB,net_return_m,RAIH,-0.0001,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0136,monthly_return,DEMO-OPEB,net_return_m,RRM,-0.0017,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0137,monthly_return,DEMO-OPEB,net_return_m,OVERLAY,0.0031,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0138,monthly_return,DEMO-OPEB,net_return_m,OTHER,0,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0139,monthly_return,DEMO-OPEB,net_return_m,TOTAL,0.002905793938,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,calculated,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0140,monthly_benchmark_return,DEMO-OPEB,bench_return_m,GROWTH,0.0094,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0141,monthly_benchmark_return,DEMO-OPEB,bench_return_m,CREDIT,0.0153,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0142,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RAIH,0.0001,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0143,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RRM,-0.0052,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0144,monthly_benchmark_return,DEMO-OPEB,bench_return_m,TOTAL,0.0057295,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,calculated,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0145,period_return,DEMO-OPEB,net_return,TOTAL,0.002905793938,%,USD,1,2026-06-30,2026-06-01,2026-06-30,1M,Monthly,calculated,workbook,Calc_Returns,period results,workbook formulas,2026-08-04,IBOR,TWR,net,final,,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0146,period_return,DEMO-OPEB,bench_return,TOTAL,0.0057295,%,USD,1,2026-06-30,2026-06-01,2026-06-30,1M,Monthly,calculated,workbook,Calc_Returns,period results,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0147,period_return,DEMO-OPEB,hurdle_return,TOTAL,0.004867550565,%,USD,1,2026-06-30,2026-06-01,2026-06-30,1M,Monthly,synthetic,workbook,Policy_Targets,hurdle assumption,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,geometric_scaling,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0148,period_return,DEMO-OPEB,net_return,TOTAL,0.03332459163,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Monthly,calculated,workbook,Calc_Returns,period results,workbook formulas,2026-08-04,IBOR,TWR,net,final,,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0149,period_return,DEMO-OPEB,bench_return,TOTAL,0.04197670896,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Monthly,calculated,workbook,Calc_Returns,period results,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0150,period_return,DEMO-OPEB,hurdle_return,TOTAL,0.01467384617,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Monthly,synthetic,workbook,Policy_Targets,hurdle assumption,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,geometric_scaling,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0151,period_return,DEMO-OPEB,net_return,TOTAL,0.06335527845,%,USD,1,2026-06-30,2025-07-01,2026-06-30,FYTD,Monthly,calculated,workbook,Calc_Returns,period results,workbook formulas,2026-08-04,IBOR,TWR,net,final,,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0152,period_return,DEMO-OPEB,bench_return,TOTAL,0.08199432046,%,USD,1,2026-06-30,2025-07-01,2026-06-30,FYTD,Monthly,calculated,workbook,Calc_Returns,period results,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0153,period_return,DEMO-OPEB,hurdle_return,TOTAL,0.06,%,USD,1,2026-06-30,2025-07-01,2026-06-30,FYTD,Monthly,synthetic,workbook,Policy_Targets,hurdle assumption,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,geometric_scaling,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0154,allocation,DEMO-OPEB,emv,GROWTH,478.7942568,$mm,USD,mm,2026-06-30,,,M,Monthly,calculated,workbook,Calc_Allocation,EMV link,workbook formulas,2026-08-04,IBOR,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0155,allocation,DEMO-OPEB,weight_actual,GROWTH,0.4502674379,%,USD,1,2026-06-30,,,M,Monthly,calculated,workbook,Calc_Allocation,actual %,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0156,allocation,DEMO-OPEB,weight_target,GROWTH,0.45,%,USD,1,2026-06-30,,,M,Monthly,synthetic,workbook,Policy_Targets,effective-dated target,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0157,allocation,DEMO-OPEB,over_under_pct,GROWTH,0.0002674378727,%,USD,1,2026-06-30,,,M,Monthly,calculated,workbook,Calc_Allocation,over/under,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0158,allocation,DEMO-OPEB,emv,CREDIT,180.999347,$mm,USD,mm,2026-06-30,,,M,Monthly,calculated,workbook,Calc_Allocation,EMV link,workbook formulas,2026-08-04,IBOR,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0159,allocation,DEMO-OPEB,weight_actual,CREDIT,0.1702153087,%,USD,1,2026-06-30,,,M,Monthly,calculated,workbook,Calc_Allocation,actual %,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0160,allocation,DEMO-OPEB,weight_target,CREDIT,0.17,%,USD,1,2026-06-30,,,M,Monthly,synthetic,workbook,Policy_Targets,effective-dated target,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
