record_id,record_type,entity_id,metric_id,category_id,value,unit,currency,scale,as_of_date,period_start,period_end,period_type,frequency,source_type,source_name,page_table,provider,retrieved_date,book_of_record,return_method,gross_net,valuation_status,benchmark_id,method_id,quality_status,note,schema_version,entered_by,reviewed_by,review_status
REC-0083,monthly_benchmark_return,DEMOFUND,bench_return_m,RRM,0.0054,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0084,monthly_benchmark_return,DEMOFUND,bench_return_m,TOTAL,0.017937,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0085,monthly_return,DEMOFUND,net_return_m,GROWTH,-0.0061,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0086,monthly_return,DEMOFUND,net_return_m,CREDIT,0.0084,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0087,monthly_return,DEMOFUND,net_return_m,RAIH,-0.0053,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0088,monthly_return,DEMOFUND,net_return_m,RRM,0.0034,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0089,monthly_return,DEMOFUND,net_return_m,OVERLAY,-0.0008,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0090,monthly_return,DEMOFUND,net_return_m,OTHER,0,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0091,monthly_return,DEMOFUND,net_return_m,TOTAL,-0.001832589646,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0092,monthly_benchmark_return,DEMOFUND,bench_return_m,GROWTH,-0.0032,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0093,monthly_benchmark_return,DEMOFUND,bench_return_m,CREDIT,0.0058,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0094,monthly_benchmark_return,DEMOFUND,bench_return_m,RAIH,-0.0039,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0095,monthly_benchmark_return,DEMOFUND,bench_return_m,RRM,-0.0025,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0096,monthly_benchmark_return,DEMOFUND,bench_return_m,TOTAL,-0.001967,%,USD,1,2026-02-28,2026-02-01,2026-02-28,M,Monthly,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0097,monthly_return,DEMOFUND,net_return_m,GROWTH,0.0105,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0098,monthly_return,DEMOFUND,net_return_m,CREDIT,0.0095,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0099,monthly_return,DEMOFUND,net_return_m,RAIH,0.0065,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0100,monthly_return,DEMOFUND,net_return_m,RRM,0.0091,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0101,monthly_return,DEMOFUND,net_return_m,OVERLAY,0.0028,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0102,monthly_return,DEMOFUND,net_return_m,OTHER,0,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0103,monthly_return,DEMOFUND,net_return_m,TOTAL,0.009419540595,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0104,monthly_benchmark_return,DEMOFUND,bench_return_m,GROWTH,0.0138,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0105,monthly_benchmark_return,DEMOFUND,bench_return_m,CREDIT,0.0013,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0106,monthly_benchmark_return,DEMOFUND,bench_return_m,RAIH,0.008,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0107,monthly_benchmark_return,DEMOFUND,bench_return_m,RRM,0.0049,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0108,monthly_benchmark_return,DEMOFUND,bench_return_m,TOTAL,0.009169,%,USD,1,2026-03-31,2026-03-01,2026-03-31,M,Monthly,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0109,monthly_return,DEMOFUND,net_return_m,GROWTH,0.0277,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0110,monthly_return,DEMOFUND,net_return_m,CREDIT,0.0073,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0111,monthly_return,DEMOFUND,net_return_m,RAIH,0.0274,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0112,monthly_return,DEMOFUND,net_return_m,RRM,-0.0114,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0113,monthly_return,DEMOFUND,net_return_m,OVERLAY,-0.0037,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0114,monthly_return,DEMOFUND,net_return_m,OTHER,0,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0115,monthly_return,DEMOFUND,net_return_m,TOTAL,0.01588166557,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0116,monthly_benchmark_return,DEMOFUND,bench_return_m,GROWTH,0.0306,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0117,monthly_benchmark_return,DEMOFUND,bench_return_m,CREDIT,0.01,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0118,monthly_benchmark_return,DEMOFUND,bench_return_m,RAIH,0.0271,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0119,monthly_benchmark_return,DEMOFUND,bench_return_m,RRM,-0.0127,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0120,monthly_benchmark_return,DEMOFUND,bench_return_m,TOTAL,0.017005,%,USD,1,2026-04-30,2026-04-01,2026-04-30,M,Monthly,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0121,monthly_return,DEMOFUND,net_return_m,GROWTH,0.0345,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0122,monthly_return,DEMOFUND,net_return_m,CREDIT,-0.0063,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0123,monthly_return,DEMOFUND,net_return_m,RAIH,0.0094,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0124,monthly_return,DEMOFUND,net_return_m,RRM,0.0078,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0125,monthly_return,DEMOFUND,net_return_m,OVERLAY,0.0032,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0126,monthly_return,DEMOFUND,net_return_m,OTHER,0,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0127,monthly_return,DEMOFUND,net_return_m,TOTAL,0.01907864387,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0128,monthly_benchmark_return,DEMOFUND,bench_return_m,GROWTH,0.0364,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0129,monthly_benchmark_return,DEMOFUND,bench_return_m,CREDIT,-0.0018,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0130,monthly_benchmark_return,DEMOFUND,bench_return_m,RAIH,0.0091,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0131,monthly_benchmark_return,DEMOFUND,bench_return_m,RRM,0.0053,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0132,monthly_benchmark_return,DEMOFUND,bench_return_m,TOTAL,0.019875,%,USD,1,2026-05-31,2026-05-01,2026-05-31,M,Monthly,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0133,monthly_return,DEMOFUND,net_return_m,GROWTH,0.0132,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0134,monthly_return,DEMOFUND,net_return_m,CREDIT,0.004,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0135,monthly_return,DEMOFUND,net_return_m,RAIH,-0.0021,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0136,monthly_return,DEMOFUND,net_return_m,RRM,-0.0028,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0137,monthly_return,DEMOFUND,net_return_m,OVERLAY,0.004,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0138,monthly_return,DEMOFUND,net_return_m,OTHER,0,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0139,monthly_return,DEMOFUND,net_return_m,TOTAL,0.006176623597,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0140,monthly_benchmark_return,DEMOFUND,bench_return_m,GROWTH,0.0108,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0141,monthly_benchmark_return,DEMOFUND,bench_return_m,CREDIT,0.008,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0142,monthly_benchmark_return,DEMOFUND,bench_return_m,RAIH,0.0006,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0143,monthly_benchmark_return,DEMOFUND,bench_return_m,RRM,-0.0017,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0144,monthly_benchmark_return,DEMOFUND,bench_return_m,TOTAL,0.005906,%,USD,1,2026-06-30,2026-06-01,2026-06-30,M,Monthly,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0145,period_return,DEMOFUND,net_return,TOTAL,0.006176623597,%,USD,1,2026-06-30,2026-06-01,2026-06-30,1M,Monthly,workbook,Calc_Returns,period results,workbook formulas,2026-08-04,IBOR,TWR,net,final,,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0146,period_return,DEMOFUND,bench_return,TOTAL,0.005906,%,USD,1,2026-06-30,2026-06-01,2026-06-30,1M,Monthly,workbook,Calc_Returns,period results,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0147,period_return,DEMOFUND,hurdle_return,TOTAL,0.005458130457,%,USD,1,2026-06-30,2026-06-01,2026-06-30,1M,Monthly,workbook,Policy_Targets,hurdle assumption,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,geometric_scaling,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0148,period_return,DEMOFUND,net_return,TOTAL,0.04165774186,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Monthly,workbook,Calc_Returns,period results,workbook formulas,2026-08-04,IBOR,TWR,net,final,,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0149,period_return,DEMOFUND,bench_return,TOTAL,0.04334378373,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Monthly,workbook,Calc_Returns,period results,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0150,period_return,DEMOFUND,hurdle_return,TOTAL,0.01646392754,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Monthly,workbook,Policy_Targets,hurdle assumption,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,geometric_scaling,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0151,period_return,DEMOFUND,net_return,TOTAL,0.1241172463,%,USD,1,2026-06-30,2025-07-01,2026-06-30,FYTD,Monthly,workbook,Calc_Returns,period results,workbook formulas,2026-08-04,IBOR,TWR,net,final,,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0152,period_return,DEMOFUND,bench_return,TOTAL,0.1257295026,%,USD,1,2026-06-30,2025-07-01,2026-06-30,FYTD,Monthly,workbook,Calc_Returns,period results,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0153,period_return,DEMOFUND,hurdle_return,TOTAL,0.0675,%,USD,1,2026-06-30,2025-07-01,2026-06-30,FYTD,Monthly,workbook,Policy_Targets,hurdle assumption,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,geometric_scaling,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0154,allocation,DEMOFUND,emv,GROWTH,5604.986626,$mm,USD,mm,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,EMV link,workbook formulas,2026-08-04,IBOR,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0155,allocation,DEMOFUND,weight_actual,GROWTH,0.4986122795,%,USD,1,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,actual %,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0156,allocation,DEMOFUND,weight_target,GROWTH,0.48,%,USD,1,2026-06-30,,,M,Monthly,workbook,Policy_Targets,effective-dated target,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0157,allocation,DEMOFUND,over_under_pct,GROWTH,0.01861227949,%,USD,1,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,over/under,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0158,allocation,DEMOFUND,emv,CREDIT,1521.110166,$mm,USD,mm,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,EMV link,workbook formulas,2026-08-04,IBOR,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0159,allocation,DEMOFUND,weight_actual,CREDIT,0.1353159709,%,USD,1,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,actual %,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0160,allocation,DEMOFUND,weight_target,CREDIT,0.13,%,USD,1,2026-06-30,,,M,Monthly,workbook,Policy_Targets,effective-dated target,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0161,allocation,DEMOFUND,over_under_pct,CREDIT,0.005315970869,%,USD,1,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,over/under,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0162,allocation,DEMOFUND,emv,RAIH,1659.654796,$mm,USD,mm,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,EMV link,workbook formulas,2026-08-04,IBOR,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0163,allocation,DEMOFUND,weight_actual,RAIH,0.14764072,%,USD,1,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,actual %,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0164,allocation,DEMOFUND,weight_target,RAIH,0.15,%,USD,1,2026-06-30,,,M,Monthly,workbook,Policy_Targets,effective-dated target,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0165,allocation,DEMOFUND,over_under_pct,RAIH,-0.002359280028,%,USD,1,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,over/under,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0166,allocation,DEMOFUND,emv,RRM,2403.732331,$mm,USD,mm,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,EMV link,workbook formulas,2026-08-04,IBOR,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0167,allocation,DEMOFUND,weight_actual,RRM,0.2138328843,%,USD,1,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,actual %,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
